X,Y,Name,description
1.74859242595028,52.46719,Lowestoft,
1.73862859879594,52.576569,Gorleston,
1.72083976817086,52.678066,Scratby,
1.59979,52.793803,Seapalling,
1.50090908817718,52.843684,Walcott,
1.47711271191771,52.855723,Bacton,
1.43904303359506,52.878887,Mundesley,
1.30172998497885,52.932732,Cromer,
1.29061656105054,52.935001,East Runton,
